Planet,Earth_Masses,Temperature_Kelvin,Year
WASP-104 b,401.6992,1516.1,2014
WASP-106 b,576.807,1154.3,2014
WASP-11 b,171.612,952.9,2008
WASP-117 b,87.395,1225.5,2014
WASP-12 b,428.7122,2649.1,2008
WASP-13 b,150.0016,1553.1,2008
WASP-135 b,598.0996,1712.3,2015
WASP-14 b,2432.759,1954.4,2008
WASP-15 b,171.9298,1651.8,2008
WASP-16 b,266.6342,1307.6,2009
WASP-17 b,161.4424,1548.1,2009
WASP-18 b,3198.3392,2407.9,2009
WASP-19 b,354.0292,2070.4,2009
WASP-20 b,98.518,1381.8,2011
WASP-21 b,95.34,1261.2,2010
WASP-22 b,177.6502,1437.1,2010
WASP-23 b,277.1216,1128.7,2010
WASP-24 b,344.4952,1768.3,2010
WASP-25 b,183.6884,1221.7,2010
WASP-26 b,320.6602,1412.3,2010
WASP-28 b,287.609,1467.7,2010
WASP-29 b,77.2254,988.5,2010
WASP-3 b,636.8712,1990.1,2007
WASP-31 b,151.5906,1574.5,2010
WASP-32 b,1093.5498,1564.4,2010
WASP-33 b,475.7466,2693.2,2010
WASP-34 b,184.6418,1184.1,2010
WASP-35 b,227.8626,1451.9,2011
WASP-36 b,716.639,1699.1,2010
WASP-37 b,569.8154,1325.7,2010
WASP-38 b,860.9202,1275.1,2010
WASP-39 b,90.2552,1117.5,2011
WASP-4 b,388.6694,1670.2,2007
WASP-41 b,298.4142,1243.6,2010
WASP-41 c,945.455,304.4,2015
WASP-42 b,157.9466,988,2011
WASP-43 b,559.6458,1374.9,2011
WASP-44 b,282.2064,1347.4,2011
WASP-45 b,318.4356,1196.4,2011
WASP-46 b,662.613,1658,2011
WASP-47 b,356.8894,1277,2011
WASP-47 c,393.1186,265,2015
WASP-47 d,102.9672,986.3,2015
WASP-48 b,308.266,2033.2,2011
WASP-49 b,119.8106,1370.2,2011
WASP-5 b,514.836,1741.4,2007
WASP-50 b,465.2592,1398.8,2011
WASP-52 b,144.9168,1300.8,2011
WASP-54 b,200.214,1843.2,2011
WASP-55 b,181.4638,1269.1,2011
WASP-56 b,192.269,1201.6,2011
WASP-57 b,214.515,1255.9,2011
WASP-58 b,282.842,1275.9,2011
WASP-59 b,272.9902,700.9,2011
WASP-6 b,165.5738,1217,2008
WASP-60 b,162.7136,1317.9,2011
WASP-61 b,653.079,1549.3,2011
WASP-62 b,178.6036,1426.9,2011
WASP-63 b,120.1284,1530.6,2011
WASP-64 b,403.2882,1690.1,2011
WASP-66 b,733.4824,1801.1,2011
WASP-67 b,132.8404,1027.6,2011
WASP-68 b,303.8168,1485.5,2011
WASP-69 b,82.3102,960.5,2011
WASP-7 b,292.0582,1395.2,2008
WASP-70 A b,187.1842,1375,2011
WASP-72 b,446.8268,2060.4,2012
WASP-73 b,597.1462,1780.7,2013
WASP-74 b,298.732,1922.3,2014
WASP-75 b,337.5036,1704.5,2013
WASP-77 A b,559.0102,1670.9,2012
WASP-78 b,279.0284,2294.7,2012
WASP-79 b,281.253,1762.2,2012
WASP-8 b,679.1386,1116.1,2008
WASP-80 b,175.4256,813.4,2013
WASP-82 b,396.2966,2178.8,2013
WASP-83 b,94.0688,1114.3,2014
WASP-84 b,220.5532,795.8,2013
WASP-88 b,178.9214,1762.1,2013
WASP-89 b,1850.2316,1206.5,2014
WASP-94 A b,133.1582,1503.5,2014
WASP-94 B b,197.036,1849.3,2014
WASP-95 b,382.3134,1617.4,2013
WASP-96 b,151.9084,1285.3,2013
WASP-97 b,418.5426,1539.9,2013
WASP-98 b,263.1384,1185.1,2013
WASP-99 b,882.2128,1469.6,2013
WTS-1 b,1267.0686,1535.3,2012
WTS-2 b,353.0758,1543.9,2014
XO-1 b,291.7404,1206.9,2006
XO-2S b,82.3102,791.9,2014
XO-2S c,435.7038,414.2,2014
XO-3 b,4148.879,2425.6,2007
XO-5 b,365.7878,1207,2008
eta Cet b,810.0722,792.4,2014
eta Cet c,1044.6086,603.4,2014
kappa CrB b,627.655,343,2007
mu Leo b,762.72,728.6,2014
xi Aql b,565.3662,1001.6,2008
