Planet,Earth_Masses,Temperature_Kelvin,Year
Kepler-178 b,82.3102,951.1,2014
Kepler-178 c,81.6746,737.3,2014
Kepler-178 d,111.8656,440.1,2014
Kepler-179 b,46.3988,1138.2,2014
Kepler-179 c,56.5684,857.4,2014
Kepler-18 b,56.5684,1291.7,2011
Kepler-18 c,155.722,996.3,2011
Kepler-18 d,197.9894,798.3,2011
Kepler-180 b,42.5852,848.6,2014
Kepler-180 c,85.4882,586.4,2014
Kepler-181 b,35.9114,1086.5,2014
Kepler-181 c,56.5684,978,2014
Kepler-182 b,73.094,1076.6,2014
Kepler-182 c,97.2468,840,2014
Kepler-183 b,58.4752,1112.7,2014
Kepler-183 c,64.5134,876.5,2014
Kepler-184 b,67.0558,846.1,2014
Kepler-184 c,55.9328,683.2,2014
Kepler-184 d,70.5516,606.5,2014
Kepler-185 b,33.0512,1368.4,2014
Kepler-185 c,57.204,586.6,2014
Kepler-186 b,30.191,658.4,2014
Kepler-186 c,35.2758,531.7,2014
Kepler-186 d,39.725,434.2,2014
Kepler-186 e,35.9114,365.3,2014
Kepler-186 f,31.4622,201.3,2014
Kepler-187 b,40.0428,1401.6,2014
Kepler-187 c,75.6364,1085.2,2014
Kepler-188 b,47.67,1741.5,2014
Kepler-188 c,90.573,1220.1,2014
Kepler-189 b,34.3224,715.8,2014
Kepler-189 c,67.3736,574.3,2014
Kepler-19 b,62.6066,846.9,2011
Kepler-190 b,44.1742,1241.2,2014
Kepler-190 c,41.314,1008.8,2014
Kepler-191 b,38.136,752.1,2014
Kepler-191 c,52.7548,620,2014
Kepler-191 d,64.5134,917.7,2016
Kepler-192 b,77.5432,881.7,2014
Kepler-192 c,79.1322,684.4,2014
Kepler-193 b,67.6914,1039.3,2014
Kepler-193 c,77.861,631.8,2014
Kepler-194 b,42.903,1661.1,2014
Kepler-194 c,73.4118,821.3,2014
Kepler-194 d,68.0092,566.3,2014
Kepler-195 b,57.5218,798.3,2014
Kepler-195 c,43.8564,498.6,2014
Kepler-196 b,54.026,568.8,2014
Kepler-196 c,63.56,431.8,2014
Kepler-197 b,28.9198,1233.2,2014
Kepler-197 c,34.958,1004.9,2014
Kepler-197 d,34.6402,875,2014
Kepler-197 e,25.7418,746.8,2014
Kepler-198 b,80.0856,713.5,2014
Kepler-198 c,69.916,507,2014
Kepler-198 d,43.2208,1722.1,2016
Kepler-199 b,88.0306,666.5,2014
Kepler-199 c,92.162,470.7,2014
Kepler-20 b,8.5806,1202.1,2011
Kepler-20 c,15.5722,839.4,2011
Kepler-20 d,7.6272,435.7,2011
Kepler-20 e,24.4706,1017.3,2011
Kepler-20 f,29.2376,689.6,2011
Kepler-200 b,60.382,928.2,2014
Kepler-200 c,45.1276,876.1,2014
Kepler-201 b,69.5982,785.5,2014
Kepler-201 c,80.7212,434.3,2014
Kepler-202 b,46.081,823,2014
Kepler-202 c,52.437,518.4,2014
Kepler-203 b,72.7762,1442.5,2014
Kepler-203 c,69.916,1209.1,2014
Kepler-203 d,40.6784,942.8,2014
Kepler-204 b,71.8228,916.1,2014
Kepler-204 c,50.848,755.6,2014
Kepler-205 b,42.903,784.9,2014
Kepler-205 c,46.3988,403.3,2014
Kepler-206 b,34.0046,1091.2,2014
Kepler-206 c,50.2124,916.5,2014
Kepler-206 d,33.6868,755.6,2014
Kepler-207 b,44.492,2192.8,2014
Kepler-207 c,42.5852,1768.7,2014
Kepler-207 d,93.751,1425.4,2014
Kepler-208 b,46.081,1488.3,2014
Kepler-208 c,39.4072,1231.4,2014
Kepler-208 d,34.0046,1077.9,2014
Kepler-208 e,41.9496,950,2014
Kepler-209 b,64.1956,727.8,2014
Kepler-209 c,88.0306,529.6,2014
Kepler-21 b,46.3988,1950.5,2011
Kepler-210 b,83.2636,939.2,2014
Kepler-210 c,102.6494,634.1,2014
Kepler-211 b,35.5936,993.4,2014
Kepler-211 c,36.547,875.8,2014
Kepler-212 b,30.8266,960.3,2014
Kepler-212 c,77.5432,767.8,2014
Kepler-213 b,46.081,1589.2,2014
Kepler-213 c,66.4202,1270.1,2014
Kepler-214 b,74.0474,988.1,2014
Kepler-214 c,60.382,806.7,2014
Kepler-215 b,46.081,951.1,2014
Kepler-215 c,50.2124,818.9,2014
Kepler-215 d,67.6914,639,2014
Kepler-215 e,49.5768,490.7,2014
Kepler-216 b,66.738,1193.6,2014
Kepler-216 c,86.1238,909.2,2014
Kepler-217 b,63.2422,1628.5,2014
Kepler-217 c,52.437,1393.1,2014
Kepler-218 b,41.9496,1273.3,2014
Kepler-218 c,88.984,550.9,2014
Kepler-219 b,83.5814,1465.6,2014
Kepler-219 c,101.3782,859.8,2014
Kepler-219 d,79.7678,670.4,2014
Kepler-22 b,67.6914,285.8,2011
Kepler-220 b,22.8816,810.1,2014
Kepler-220 c,44.492,625.5,2014
Kepler-220 d,27.6486,428.4,2014
Kepler-220 e,37.8182,363.9,2014
Kepler-221 b,48.6234,1162.2,2014
Kepler-221 c,82.9458,917.1,2014
Kepler-221 d,77.5432,758.9,2014
Kepler-221 e,74.683,620.5,2014
Kepler-222 b,89.6196,1105.4,2014
Kepler-222 c,131.5692,807.8,2014
Kepler-222 d,104.5562,574.3,2014
Kepler-223 b,47.9878,1040.4,2014
Kepler-223 c,56.5684,945.2,2014
Kepler-223 d,84.5348,825.4,2014
Kepler-223 e,68.0092,749.8,2014
Kepler-224 b,39.4072,971.8,2014
Kepler-224 c,88.3484,785.8,2014
Kepler-224 d,65.149,632.7,2014
Kepler-224 e,55.9328,536.2,2014
Kepler-225 b,34.0046,465.5,2014
Kepler-225 c,52.1192,330.7,2014
Kepler-226 b,43.8564,1088.6,2014
Kepler-226 c,64.5134,983.1,2014
Kepler-226 d,34.6402,855.9,2014
Kepler-227 b,88.0306,995.4,2014
Kepler-227 c,86.1238,556.1,2014
Kepler-228 b,43.2208,1531.8,2014
Kepler-228 c,76.5898,1306.7,2014
Kepler-228 d,114.408,940.3,2014
Kepler-229 b,62.2888,817.2,2014
Kepler-229 c,139.5142,596.6,2014
Kepler-229 d,109.0054,435.9,2014
Kepler-23 b,53.7082,1251,2014
Kepler-23 c,90.573,1090.1,2014
Kepler-23 d,62.2888,1007.2,2014
Kepler-230 b,120.764,544.8,2014
Kepler-230 c,57.8396,385.9,2014
Kepler-231 b,48.9412,420.9,2014
Kepler-231 c,54.6616,339,2014
Kepler-232 b,87.395,1207.1,2014
Kepler-232 c,108.6876,881.5,2014
Kepler-233 b,68.9626,788.9,2014
Kepler-233 c,76.9076,409.9,2014
Kepler-234 b,104.874,1622.9,2014
Kepler-234 c,99.4714,1171.3,2014
Kepler-235 b,63.2422,730.2,2014
Kepler-235 c,36.2292,549.8,2014
Kepler-235 d,58.1574,401.7,2014
Kepler-235 e,62.9244,304.2,2014
Kepler-236 b,44.492,455.9,2014
Kepler-236 c,56.5684,320.1,2014
Kepler-237 b,40.0428,850.7,2014
Kepler-237 c,59.1108,710.2,2014
Kepler-238 b,48.9412,1853.5,2014
Kepler-238 c,67.6914,1293.3,2014
Kepler-238 d,87.0772,1002,2014
Kepler-239 b,66.1024,650.5,2014
Kepler-239 c,71.1872,386.1,2014
Kepler-24 c,79.45,890.6,2014
Kepler-24 d,47.3522,1425.1,2014
Kepler-24 e,78.8144,864.7,2014
Kepler-240 b,38.7716,919.5,2014
Kepler-240 c,62.2888,739.9,2014
Kepler-241 b,66.1024,567,2014
Kepler-241 c,72.7762,400.6,2014
Kepler-242 b,74.0474,790.9,2014
Kepler-242 c,56.5684,654.2,2014
Kepler-243 b,69.5982,924.7,2014
Kepler-243 c,56.5684,608.8,2014
Kepler-244 b,78.1788,1053.8,2014
Kepler-244 c,58.1574,802.4,2014
Kepler-244 d,65.4668,631.4,2014
Kepler-245 b,72.7762,801,2014
Kepler-245 c,61.6532,604.1,2014
Kepler-245 d,85.806,473.4,2014
Kepler-245 e,49.5768,1105,2016
Kepler-246 b,66.4202,983.3,2014
Kepler-246 c,42.5852,731.3,2014
Kepler-247 b,46.3988,1030.9,2014
Kepler-247 c,115.997,728.8,2014
Kepler-247 d,111.8656,563,2014
Kepler-248 b,85.4882,882.5,2014
Kepler-248 c,115.3614,643.9,2014
Kepler-249 b,30.8266,573,2014
Kepler-249 c,42.903,443.9,2014
Kepler-249 d,44.492,343.4,2014
Kepler-25 b,76.9076,1305.1,2012
Kepler-25 c,147.4592,1029.2,2012
Kepler-250 b,32.0978,993,2014
Kepler-250 c,64.5134,828,2014
Kepler-250 d,61.6532,612.8,2014
Kepler-251 b,37.8182,1065.8,2014
Kepler-251 c,78.4966,705.5,2014
Kepler-251 d,78.4966,577.4,2014
Kepler-251 e,78.4966,387.6,2014
Kepler-252 b,34.958,570.9,2014
Kepler-252 c,61.0176,485.4,2014
Kepler-253 b,46.081,1021.2,2014
Kepler-253 c,75.0008,731.8,2014
Kepler-253 d,89.9374,605.9,2014
Kepler-254 b,109.641,1088.4,2014
Kepler-254 c,61.0176,845.9,2014
Kepler-254 d,70.8694,737.2,2014
Kepler-255 b,43.8564,1037.7,2014
Kepler-255 c,84.8526,862.7,2014
Kepler-255 d,37.5004,1834.2,2016
Kepler-256 b,45.1276,1857.8,2014
Kepler-256 c,61.0176,1452.9,2014
Kepler-256 d,70.2338,1211.8,2014
Kepler-256 e,66.738,990.8,2014
Kepler-257 b,74.0474,1361.1,2014
Kepler-257 c,153.4974,970.1,2014
Kepler-257 d,140.4676,624.5,2014
Kepler-258 b,115.0436,689.4,2014
Kepler-258 c,102.3316,504.6,2014
Kepler-259 b,79.45,965,2014
Kepler-259 c,76.5898,582.4,2014
Kepler-26 b,102.0138,484.8,2014
Kepler-26 c,102.0138,432.9,2014
Kepler-26 d,30.191,766.3,2014
Kepler-26 e,68.327,324.1,2014
Kepler-260 b,56.8862,833.5,2014
Kepler-260 c,49.259,396.5,2014
Kepler-261 b,61.6532,717.7,2014
Kepler-261 c,56.5684,538.5,2014
Kepler-262 b,38.4538,802.3,2014
Kepler-262 c,46.3988,675.8,2014
Kepler-263 b,75.6364,630.6,2014
Kepler-263 c,69.916,444.4,2014
Kepler-264 b,94.3866,767.5,2014
Kepler-264 c,80.0856,508.7,2014
Kepler-265 b,52.7548,1112.3,2014
Kepler-265 c,74.683,820.9,2014
Kepler-265 d,70.5516,602.2,2014
Kepler-265 e,73.4118,517.9,2014
Kepler-266 b,70.2338,1095.3,2014
Kepler-266 c,110.2766,432.2,2014
Kepler-267 b,56.2506,730.4,2014
Kepler-267 c,60.382,574.9,2014
Kepler-267 d,64.5134,358.1,2014
Kepler-268 b,72.1406,799.2,2014
Kepler-268 c,95.9756,541.3,2014
Kepler-269 b,69.916,1129.9,2014
Kepler-269 c,47.9878,981.5,2014
Kepler-27 b,113.4546,618.2,2012
Kepler-27 c,138.8786,487.2,2012
Kepler-270 b,56.8862,1120.5,2014
Kepler-270 c,50.2124,861.3,2014
Kepler-271 b,25.1062,1029.7,2014
Kepler-271 c,28.2842,916,2014
Kepler-272 b,40.6784,1223.9,2014
Kepler-272 c,50.848,965.3,2014
Kepler-272 d,63.8778,792.7,2014
Kepler-273 b,42.5852,1222.4,2014
Kepler-273 c,56.2506,874.7,2014
Kepler-274 b,43.5386,919.3,2014
Kepler-274 c,52.1192,648.1,2014
Kepler-275 b,66.4202,1148.4,2014
Kepler-275 c,95.9756,989.8,2014
Kepler-275 d,94.3866,759,2014
Kepler-276 b,81.3568,890.1,2014
Kepler-278 b,115.3614,946.7,2014
Kepler-278 c,101.696,794.2,2014
Kepler-279 b,102.6494,1255,2014
Kepler-28 b,102.0138,767.9,2012
Kepler-28 c,96.2934,667.9,2012
Kepler-280 b,40.9962,1446.1,2014
Kepler-280 c,56.8862,1104.1,2014
Kepler-281 b,80.0856,764.4,2014
Kepler-281 c,150.6372,564.6,2014
Kepler-282 b,28.602,875.4,2014
Kepler-282 c,34.0046,768.3,2014
Kepler-283 b,60.382,507.1,2014
Kepler-283 c,51.4836,249.2,2014
Kepler-284 b,63.56,748.4,2014
Kepler-284 c,74.0474,521.6,2014
Kepler-285 b,38.136,1213.8,2014
Kepler-285 c,31.78,913.1,2014
Kepler-286 b,35.2758,1469.7,2014
Kepler-286 c,38.7716,1180.3,2014
Kepler-286 d,37.8182,987.9,2014
Kepler-286 e,50.2124,580,2014
Kepler-287 b,66.1024,744.7,2014
Kepler-287 c,92.4798,572.1,2014
Kepler-288 b,47.3522,1166.1,2014
Kepler-288 c,80.7212,794.1,2014
Kepler-288 d,75.6364,554.7,2014
Kepler-289 b,68.9626,676.4,2014
Kepler-289 c,369.6014,439.6,2014
Kepler-29 b,102.0138,891.3,2012
Kepler-29 c,81.9924,819.7,2012
Kepler-290 b,63.8778,625.8,2014
Kepler-290 c,76.5898,459.8,2014
Kepler-291 b,61.3354,1367.2,2014
Kepler-291 c,53.3904,1167.2,2014
Kepler-292 b,37.5004,1210,2014
Kepler-292 c,41.6318,1071.6,2014
Kepler-292 d,63.2422,865.4,2014
Kepler-292 e,75.6364,725.4,2014
Kepler-292 f,66.738,603.2,2014
Kepler-293 b,87.0772,730.1,2014
Kepler-293 c,108.6876,517.2,2014
Kepler-294 b,50.2124,1301.5,2014
Kepler-294 c,76.9076,1071.9,2014
Kepler-295 b,34.6402,785.4,2014
Kepler-295 c,33.0512,657.8,2014
Kepler-295 d,38.4538,565.5,2014
Kepler-296 b,26.6952,711.7,2014
Kepler-296 c,61.0176,606.8,2014
Kepler-296 d,64.5134,403.6,2014
Kepler-296 e,49.5768,336.9,2014
Kepler-296 f,50.848,274.2,2014
Kepler-297 b,81.3568,546.8,2014
Kepler-297 c,185.2774,439.4,2014
Kepler-298 b,55.615,536.5,2014
Kepler-298 c,54.6616,413.2,2014
Kepler-298 d,70.8694,275.4,2014
Kepler-299 b,37.5004,1374.8,2014
Kepler-299 c,75.0008,1033.7,2014
Kepler-299 d,52.7548,796.4,2014
Kepler-299 e,53.0726,583.5,2014
Kepler-300 b,47.3522,895.3,2014
Kepler-300 c,63.8778,568.9,2014
Kepler-301 b,38.136,1399.3,2014
Kepler-301 c,38.136,1082.4,2014
Kepler-301 d,49.5768,793.6,2014
Kepler-302 b,115.0436,701.8,2014
Kepler-302 c,353.0758,434.4,2014
Kepler-303 b,25.1062,759.4,2014
Kepler-303 c,32.4156,493.4,2014
Kepler-304 b,81.039,908.1,2014
Kepler-304 c,61.6532,774.4,2014
Kepler-304 d,77.861,634.7,2014
Kepler-304 e,34.0046,1228.2,2016
Kepler-305 d,76.9076,612.3,2014
Kepler-306 b,43.2208,867.6,2014
Kepler-306 c,66.738,748.3,2014
Kepler-306 d,69.916,559.5,2014
Kepler-306 e,64.5134,407.5,2014
Kepler-308 b,60.0642,924.3,2014
Kepler-308 c,61.3354,792.5,2014
Kepler-309 b,44.1742,762.3,2014
Kepler-309 c,71.1872,292,2014
Kepler-31 b,121.7174,849.3,2014
Kepler-31 c,118.8572,669.3,2014
Kepler-31 d,129.3446,535,2014
Kepler-310 b,33.6868,777.1,2014
Kepler-310 c,95.9756,487.4,2014
Kepler-310 d,69.916,412.9,2014
Kepler-311 b,48.3056,1059.5,2014
Kepler-311 c,40.6784,820.8,2014
Kepler-312 b,36.547,2109.2,2014
Kepler-312 c,89.3018,944.4,2014
Kepler-313 b,71.8228,992.5,2014
Kepler-313 c,72.7762,768.3,2014
Kepler-314 b,23.5172,1338.1,2014
Kepler-314 c,82.3102,996.4,2014
Kepler-315 b,106.7808,444.1,2014
Kepler-315 c,117.586,316.5,2014
Kepler-316 b,30.191,798.5,2014
Kepler-316 c,32.7334,550.7,2014
Kepler-317 b,59.1108,1039.6,2014
Kepler-317 c,48.6234,891,2014
Kepler-318 b,133.476,1292.5,2014
Kepler-318 c,104.2384,948.1,2014
Kepler-319 b,46.081,1107.6,2014
Kepler-319 c,74.683,948.7,2014
Kepler-319 d,64.8312,571.3,2014
Kepler-32 b,62.2888,583.6,2012
Kepler-32 c,56.5684,511.7,2012
Kepler-32 d,76.5898,372,2013
Kepler-32 e,42.5852,739.9,2013
Kepler-32 f,23.1994,1164.4,2013
Kepler-320 b,32.4156,1149.7,2014
Kepler-320 c,38.7716,891.8,2014
Kepler-321 b,50.2124,1271.3,2014
Kepler-321 c,65.7846,917.1,2014
Kepler-322 b,28.602,1481.3,2014
Kepler-322 c,47.3522,1074.2,2014
Kepler-323 b,40.6784,1884.5,2014
Kepler-323 c,46.081,1467.5,2014
Kepler-324 b,32.4156,1002.3,2014
Kepler-324 c,89.3018,440.1,2014
Kepler-325 b,82.628,1198.6,2014
Kepler-325 c,72.1406,849.6,2014
Kepler-325 d,79.1322,586.9,2014
Kepler-326 b,43.2208,1202,2014
Kepler-326 c,39.725,948.2,2014
Kepler-326 d,34.3224,832.5,2014
Kepler-327 b,31.4622,672.2,2014
Kepler-327 c,29.2376,529.7,2014
Kepler-327 d,48.9412,381.3,2014
Kepler-329 b,39.725,544.1,2014
Kepler-329 c,54.6616,399.8,2014
Kepler-33 b,49.259,1475.4,2012
Kepler-33 c,90.573,1113.8,2012
Kepler-33 d,151.5906,942,2012
Kepler-33 e,114.0902,830.5,2012
Kepler-33 f,126.4844,762.7,2012
Kepler-330 b,38.136,741.3,2014
Kepler-330 c,55.2972,595.2,2014
Kepler-331 b,51.4836,515.8,2014
Kepler-331 c,52.1192,406.5,2014
Kepler-331 d,46.3988,330.5,2014
Kepler-332 b,33.0512,736.2,2014
Kepler-332 c,30.8266,575.1,2014
Kepler-332 d,33.369,446.4,2014
Kepler-333 b,37.5004,461.5,2014
Kepler-333 c,31.4622,371.4,2014
Kepler-334 b,31.78,1178.1,2014
Kepler-334 c,40.6784,888.3,2014
Kepler-334 d,40.0428,709,2014
Kepler-335 b,95.9756,1473.1,2014
Kepler-335 c,87.0772,676.2,2014
Kepler-336 b,28.9198,1825.1,2014
Kepler-336 c,59.4286,1086.4,2014
Kepler-336 d,67.0558,841.2,2014
Kepler-337 b,43.5386,1747.4,2014
Kepler-337 c,58.1574,1219.2,2014
Kepler-338 b,69.2804,1123,2014
Kepler-338 c,66.4202,928.2,2014
Kepler-338 d,85.1704,759.2,2014
Kepler-339 b,40.3606,1017.9,2014
Kepler-339 c,32.7334,909.1,2014
Kepler-339 d,33.0512,792.2,2014
Kepler-340 b,71.8228,1262.7,2014
Kepler-340 c,95.6578,1094,2014
Kepler-341 b,33.369,1210.6,2014
Kepler-341 c,48.3056,1047.9,2014
Kepler-341 d,52.437,693.2,2014
Kepler-341 e,56.5684,600.9,2014
Kepler-342 b,63.8778,1043,2014
Kepler-342 c,55.615,869,2014
Kepler-342 d,70.5516,758.4,2014
Kepler-342 e,25.1062,2142,2016
Kepler-343 b,68.327,1153.1,2014
Kepler-343 c,57.204,839.7,2014
Kepler-344 b,74.0474,702,2014
Kepler-344 c,83.5814,392.6,2014
Kepler-345 b,20.9748,628.3,2014
Kepler-345 c,34.0046,580.8,2014
Kepler-346 b,75.3186,1125.1,2014
Kepler-346 c,87.0772,729.9,2014
Kepler-347 b,55.9328,899.2,2014
Kepler-347 c,49.5768,698.4,2014
Kepler-348 b,43.2208,1293.9,2014
Kepler-348 c,37.8182,960.2,2014
Kepler-349 b,54.026,1091.9,2014
Kepler-349 c,55.615,857.4,2014
Kepler-350 b,52.437,1180.6,2014
Kepler-351 b,86.7594,539.1,2014
Kepler-351 c,90.573,466.3,2014
Kepler-351 d,77.2254,350,2016
Kepler-352 b,24.4706,735.5,2014
Kepler-352 c,35.2758,625.7,2014
Kepler-353 b,25.1062,531.6,2014
Kepler-353 c,39.0894,469.6,2014
Kepler-354 b,52.1192,746.1,2014
Kepler-354 c,37.1826,512.1,2014
Kepler-354 d,35.2758,454.6,2014
Kepler-355 b,41.314,988.5,2014
Kepler-355 c,76.9076,745.1,2014
Kepler-356 b,44.492,1467.1,2014
Kepler-356 c,51.1658,1035.4,2014
Kepler-357 b,52.1192,850.4,2014
Kepler-357 c,75.6364,618.2,2014
Kepler-357 d,97.2468,431.7,2014
Kepler-358 b,77.2254,613.5,2014
Kepler-358 c,80.7212,455,2014
Kepler-359 b,100.107,761.8,2014
Kepler-359 c,122.0352,580.8,2014
Kepler-359 d,113.7724,527.2,2014
Kepler-36 b,41.9496,1069.7,2012
Kepler-36 c,104.2384,1014.2,2012
Kepler-360 b,46.7166,1442.8,2014
Kepler-360 c,59.4286,1111.9,2014
Kepler-361 b,40.9962,1207.9,2014
Kepler-361 c,71.505,647.2,2014
Kepler-362 b,25.1062,778.3,2014
Kepler-362 c,40.9962,504.8,2014
Kepler-363 b,32.7334,1530.6,2014
Kepler-363 c,47.9878,1197.8,2014
Kepler-363 d,58.1574,1027.9,2014
Kepler-364 b,43.8564,807.8,2014
Kepler-364 c,61.0176,609.4,2014
Kepler-365 b,57.8396,963.6,2014
Kepler-365 c,46.3988,812.6,2014
Kepler-366 b,41.314,1474.1,2014
Kepler-366 c,50.848,943.5,2014
Kepler-367 b,36.8648,403.2,2014
Kepler-367 c,34.0046,359,2014
Kepler-368 b,92.4798,899.8,2014
Kepler-368 c,109.9588,646.5,2014
Kepler-369 b,32.0978,607.5,2014
Kepler-369 c,40.0428,345.4,2014
Kepler-37 b,3.178,716,2013
Kepler-37 c,3.4958,645.6,2013
Kepler-37 d,1.9068,525.4,2013
Kepler-370 b,45.1276,1152.2,2014
Kepler-370 c,54.026,716.7,2014
Kepler-371 b,53.7082,595.9,2014
Kepler-371 c,50.5302,476.6,2014
Kepler-372 b,38.4538,1259.5,2014
Kepler-372 c,59.1108,880.4,2014
Kepler-372 d,47.9878,769,2014
Kepler-373 b,38.4538,1036.4,2014
Kepler-373 c,35.2758,716.9,2014
Kepler-374 b,29.2376,1588,2014
Kepler-374 c,31.1444,1322.9,2014
Kepler-374 d,37.1826,1147.6,2014
Kepler-375 b,40.9962,799.6,2014
Kepler-375 c,75.0008,676.9,2014
Kepler-376 b,30.191,1295.9,2014
Kepler-376 c,50.848,910.8,2014
Kepler-377 b,39.4072,977.1,2014
Kepler-377 c,58.4752,756,2014
Kepler-378 b,21.2926,521.2,2014
Kepler-378 c,19.7036,428.8,2014
Kepler-379 b,47.0344,877,2014
Kepler-379 c,64.8312,599.9,2014
Kepler-380 b,33.6868,1460.5,2014
Kepler-380 c,35.9114,1170.8,2014
Kepler-381 b,27.9664,1492.5,2014
Kepler-381 c,31.78,1118,2014
Kepler-382 b,37.5004,1078.7,2014
Kepler-382 c,45.1276,815.8,2014
Kepler-383 b,37.5004,567.3,2014
Kepler-383 c,35.2758,422.7,2014
Kepler-384 b,31.78,638.5,2014
Kepler-384 c,32.0978,506.2,2014
Kepler-385 b,77.5432,1072.3,2014
Kepler-385 c,86.1238,934.7,2014
Kepler-386 b,39.4072,676.9,2014
Kepler-386 c,44.8098,533.1,2014
Kepler-387 b,29.2376,1074.7,2014
Kepler-387 c,25.1062,893,2014
Kepler-388 b,22.8816,807.5,2014
Kepler-388 c,24.4706,500.9,2014
Kepler-389 b,42.903,1113.8,2014
Kepler-389 c,41.314,676,2014
Kepler-390 b,23.1994,830.4,2014
Kepler-390 c,22.246,666,2014
Kepler-391 b,90.573,1649.3,2014
Kepler-391 c,100.4248,1175.5,2014
Kepler-392 b,28.2842,1243.9,2014
Kepler-392 c,31.1444,995.5,2014
Kepler-393 b,36.547,1197.4,2014
Kepler-393 c,37.8182,1025.6,2014
Kepler-394 b,45.4454,1173.5,2014
Kepler-394 c,47.0344,1021.7,2014
Kepler-395 b,29.2376,571.1,2014
Kepler-395 c,37.5004,334.9,2014
Kepler-397 b,69.5982,569.5,2014
Kepler-397 c,175.1078,311.9,2014
Kepler-398 b,26.3774,758.6,2014
Kepler-398 c,28.602,538.4,2014
Kepler-399 b,27.3308,642.3,2014
Kepler-399 c,40.6784,523.3,2014
Kepler-399 d,53.7082,403.9,2014
Kepler-4 b,24.4706,1613,2010
Kepler-400 b,46.7166,1042.6,2014
Kepler-400 c,42.2674,838.6,2014
Kepler-401 b,48.6234,1000.9,2014
Kepler-401 c,61.0176,672.9,2014
Kepler-402 b,34.6402,1483,2014
Kepler-402 c,44.1742,1289.7,2014
Kepler-402 d,39.0894,1137.8,2014
Kepler-402 e,41.314,1053.3,2014
Kepler-403 b,35.5936,1263,2014
Kepler-403 c,49.5768,639,2014
Kepler-404 b,35.9114,804.1,2014
Kepler-404 c,48.6234,747,2014
Kepler-405 b,59.1108,862.2,2014
Kepler-405 c,132.2048,611.7,2014
Kepler-406 b,6.356,1452.8,2014
Kepler-406 c,2.8602,1171.8,2014
Kepler-407 b,30.191,682.3,2014
Kepler-41 b,156.6754,1576.2,2011
Kepler-411 c,92.7976,791.4,2016
Kepler-412 b,295.2362,1831.6,2014
Kepler-42 b,22.246,574.2,2012
Kepler-42 c,20.657,797.4,2012
Kepler-42 d,16.2078,497.6,2012
Kepler-421 b,120.4462,189.8,2014
Kepler-424 b,328.6052,1223,2014
Kepler-424 c,2236.3586,363.4,2014
Kepler-430 b,94.0688,729.7,2015
Kepler-430 c,49.5768,501.2,2015
Kepler-431 b,22.246,1128.2,2015
Kepler-431 c,19.3858,1039.3,2015
Kepler-431 d,32.0978,935.8,2015
Kepler-433 b,905.4122,1879.9,2012
Kepler-434 b,907.0012,1073,2015
Kepler-435 b,271.4012,1814.8,2012
Kepler-436 b,77.5432,352.7,2015
Kepler-436 c,66.1024,551.9,2016
Kepler-437 b,60.6998,338,2015
Kepler-438 b,31.78,314.5,2015
Kepler-439 b,63.56,316,2015
Kepler-44 b,322.567,1604.5,2011
Kepler-440 b,52.7548,250.7,2015
Kepler-441 b,46.3988,205.7,2015
Kepler-442 b,38.136,264.1,2015
Kepler-443 b,66.1024,255.9,2015
Kepler-444 b,11.7586,1124.3,2015
Kepler-444 c,14.301,1147.8,2015
Kepler-444 d,15.2544,949.9,2015
Kepler-444 e,15.89,841.5,2015
Kepler-444 f,21.6104,877.7,2015
Kepler-445 b,45.7632,460.9,2015
Kepler-445 c,72.7762,391.4,2015
Kepler-445 d,36.2292,329.7,2015
Kepler-446 b,43.5386,628.6,2015
Kepler-446 c,32.0978,504.1,2015
Kepler-446 d,39.0894,422.7,2015
Kepler-447 b,434.1148,1044.5,2015
Kepler-45 b,162.3958,837.6,2011
Kepler-454 b,6.9916,920.1,2015
Kepler-454 c,1421.5194,253,2015
Kepler-46 b,256.7824,545.2,2012
Kepler-461 b,73.094,917.4,2016
Kepler-462 b,106.7808,733.5,2016
Kepler-463 b,86.4416,911.4,2016
Kepler-464 b,93.4332,1290.1,2016
Kepler-465 b,83.5814,1109.8,2016
Kepler-466 b,80.7212,560.5,2016
Kepler-466 c,35.5936,1343.4,2016
Kepler-467 b,63.8778,795,2016
Kepler-468 b,378.182,527.1,2016
Kepler-470 b,409.3264,953.7,2016
Kepler-471 b,424.263,1701.9,2016
Kepler-472 b,91.2086,970.2,2016
Kepler-473 b,115.6792,941.1,2016
Kepler-474 b,86.7594,1164.5,2016
Kepler-475 b,70.5516,1078.5,2016
Kepler-476 b,87.395,867,2016
Kepler-477 b,58.793,736,2016
Kepler-478 b,76.9076,697.8,2016
Kepler-479 b,60.0642,719.2,2016
Kepler-48 b,3.8136,1024.2,2012
Kepler-48 c,14.6188,809.6,2012
Kepler-48 d,57.8396,492.8,2014
Kepler-480 b,78.8144,1428.8,2016
Kepler-481 b,70.8694,965.4,2016
Kepler-482 b,67.0558,389.8,2016
Kepler-483 b,90.8908,816.9,2016
Kepler-484 b,64.5134,850.2,2016
Kepler-485 b,408.6908,1432,2016
Kepler-486 b,311.7618,490.2,2016
Kepler-487 b,323.8382,719.3,2016
Kepler-487 c,75.9542,528.8,2016
Kepler-488 b,447.7802,1453.5,2016
Kepler-489 b,218.9642,602.3,2016
Kepler-49 b,76.9076,570.4,2014
Kepler-49 c,72.1406,496.6,2014
